FirstName,LastName,StartDate,ExitDate,Title,Supervisor,ADEmail,BusinessUnit,EmployeeStatus,EmployeeType,EmployeeClassificationType,TerminationType,DepartmentType,Division,DOB,State,GenderCode,Performance Score,Employee ID,Survey Date,Engagement Score,Satisfaction Score,Training Program Name,Training Type,Training Outcome,Location,Training Cost
Skyla,Lambert,2022-07-02,2022-08-09,Production Technician II,Teresa Williamson,skyla.lambert@bilearner.com,TNS,Voluntarily Terminated,Part-Time,Temporary,Retirement,Sales,Splicing,1963-12-08,PA,Female,Fully Meets,1948,2023-03-16,2,1,Project Management,External,Failed,Port Patrickport,884.26
Lilliana,Walker,2023-07-21,2023-07-21,Production Technician II,Stephanie Anderson,lilliana.walker@bilearner.com,TNS,Voluntarily Terminated,Contract,Temporary,Involuntary,Production       ,Splicing,1958-03-24,PA,Female,Fully Meets,1950,2022-09-17,3,2,Project Management,External,Passed,Michaelchester,801.28
Lindsay,Copeland,2020-08-26,2021-05-30,Sales Manager,Jeffery Snyder,lindsay.copeland@bilearner.com,SVG,Voluntarily Terminated,Full-Time,Temporary,Voluntary,Sales,Aerial,1960-10-09,MA,Female,Fully Meets,1951,2023-04-20,4,1,Leadership Development,Internal,Incomplete,Veronicatown,717.95
Barbara,Sutwell,2023-04-06,2023-05-24,Production Technician I,Jeffrey Murphy,barbara.sutwell@bilearner.com,PL,Active,Full-Time,Full-Time,Retirement,Production       ,Finance & Accounting,1976-02-20,MA,Female,Fully Meets,1953,2023-04-07,4,5,Leadership Development,External,Passed,West Kelli,275.62
Lenora,Tejeda,2019-02-18,2022-10-31,Production Technician II,Heather Riley,lenora.tejeda@bilearner.com,SVG,Voluntarily Terminated,Part-Time,Temporary,Voluntary,Production       ,Finance & Accounting,1968-07-22,MA,Female,Fully Meets,1954,2023-03-16,1,1,Customer Service,External,Passed,Lake Cindy,837.05
Melisa,Gerke,2019-05-13,2022-05-30,Production Technician I,Jimmy Cox,melisa.gerke@bilearner.com,TNS,Voluntarily Terminated,Part-Time,Full-Time,Retirement,Production       ,Field Operations,1975-02-15,MA,Female,Fully Meets,1957,2023-03-17,5,2,Customer Service,External,Failed,North Meganstad,744.55
Kamrin,Sander,2022-04-01,2022-04-28,Production Technician I,Kirsten Patel,kamrin.sander@bilearner.com,CCDR,Active,Part-Time,Temporary,Voluntary,Production       ,Project Management - Con,1989-08-02,MA,Female,Fully Meets,1959,2023-01-04,5,3,Project Management,External,Completed,Lake Travisfort,883.34
Nina,Panjwani,2018-10-11,2022-05-04,Production Technician I,Matthew Hawkins,nina.panjwani@bilearner.com,TNS,Voluntarily Terminated,Part-Time,Full-Time,Voluntary,Production       ,General - Eng,1945-07-17,MA,Female,Fully Meets,1961,2022-12-21,2,3,Customer Service,External,Failed,Juliehaven,767.22
Megan,Faller,2023-06-25,2023-07-25,Production Technician II,Susan Gilbert,megan.faller@bilearner.com,CCDR,Active,Contract,Part-Time,Involuntary,Production       ,General - Con,1951-02-18,MA,Female,Fully Meets,1962,2022-09-05,2,4,Leadership Development,External,Completed,Stephanietown,555.6
Judy,Jung,2020-09-14,2021-08-31,Production Technician I,Tiffany Baker,judy.jung@bilearner.com,CCDR,Voluntarily Terminated,Contract,Full-Time,Resignation,Production       ,General - Con,1972-05-08,MA,Female,Fully Meets,1963,2022-08-23,2,5,Technical Skills,Internal,Incomplete,Danielhaven,316.03
April,Evensen,2022-12-20,2023-03-11,Production Technician I,Ashley Wagner,april.evensen@bilearner.com,EW,Terminated for Cause,Part-Time,Part-Time,Voluntary,Production       ,Executive,1969-03-27,MA,Female,Fully Meets,1964,2022-11-21,5,5,Customer Service,Internal,Failed,East Tina,540.96
Allison,Lydon,2021-01-17,2021-06-08,Production Technician I,Derek Vargas,allison.lydon@bilearner.com,MSC,Leave of Absence,Full-Time,Part-Time,Retirement,Production       ,General - Con,1975-02-10,MA,Female,Fully Meets,1969,2023-04-20,4,3,Communication Skills,Internal,Incomplete,North Ericside,967.94
Trina,Alagbe,2022-04-21,2022-04-21,Production Technician I,Mark Bradley,trina.alagbe@bilearner.com,PYZ,Active,Part-Time,Temporary,Retirement,Production       ,Field Operations,1952-04-17,MA,Female,Fully Meets,1970,2023-03-06,5,4,Leadership Development,External,Failed,Douglasland,398.23
Betsy,Bondwell,2018-09-15,2023-07-14,Production Technician II,Christopher Rodriguez,betsy.bondwell@bilearner.com,MSC,Voluntarily Terminated,Part-Time,Full-Time,Voluntary,Production       ,General - Con,1994-02-10,MA,Female,Fully Meets,1971,2023-05-27,3,2,Leadership Development,External,Incomplete,West Sandratown,331.8
Joe,Smith,2021-12-04,2022-01-07,Production Technician II,Caroline Little,joe.smith@bilearner.com,EW,Active,Contract,Temporary,Involuntary,Production       ,Field Operations,1996-01-23,MA,Male,Fully Meets,1972,2023-03-15,2,2,Leadership Development,External,Incomplete,Powellside,349.48
Paxton,Clarke,2022-12-26,2023-07-04,Production Technician I,Ashley Williams,paxton.clarke@bilearner.com,MSC,Voluntarily Terminated,Contract,Full-Time,Voluntary,Production       ,Field Operations,1952-09-22,MA,Female,Fully Meets,1977,2023-03-18,2,5,Leadership Development,Internal,Incomplete,Port Austin,781.27
Lillian,Hines,2021-10-05,2023-07-02,Production Technician I,James Foster,lillian.hines@bilearner.com,TNS,Voluntarily Terminated,Full-Time,Part-Time,Voluntary,Production       ,Finance & Accounting,1976-12-22,MA,Female,Fully Meets,1978,2023-06-08,3,5,Leadership Development,Internal,Failed,Jerryborough,983.61
Liam,Snow,2022-09-25,2023-03-27,Production Technician I,Christopher Sanford,liam.snow@bilearner.com,PYZ,Active,Part-Time,Temporary,Voluntary,Production       ,Engineers,1972-03-25,MA,Female,Fully Meets,1979,2023-07-17,1,4,Communication Skills,Internal,Failed,Torresmouth,656.46
Ayanna,Short,2021-04-08,2023-07-16,Production Technician I,Amanda Mills,ayanna.short@bilearner.com,NEL,Active,Contract,Temporary,Involuntary,Production       ,General - Con,1993-11-14,MA,Male,Fully Meets,1981,2023-03-23,5,4,Leadership Development,Internal,Passed,Harmonmouth,676.42
Ricardo,Bruce,2020-03-14,2022-10-22,Production Technician I,Daniel Huff,ricardo.bruce@bilearner.com,BPC,Active,Part-Time,Full-Time,Resignation,Production       ,General - Con,1956-11-26,MA,Female,Fully Meets,1983,2022-08-16,2,5,Customer Service,Internal,Failed,East William,769.23
Braxton,Rojas,2023-03-19,2023-04-04,Production Technician I,Hunter Cervantes,braxton.rojas@bilearner.com,SVG,Active,Contract,Temporary,Resignation,Production       ,General - Con,1963-11-09,MA,Female,Fully Meets,1985,2023-03-04,5,5,Communication Skills,Internal,Incomplete,Sheltonborough,474.95
Juliana,Dyer,2018-11-23,2019-08-19,Production Technician I,Lisa Jones,juliana.dyer@bilearner.com,TNS,Active,Contract,Temporary,Retirement,Production       ,Field Operations,1989-10-26,MA,Female,Fully Meets,1988,2023-02-10,1,3,Project Management,External,Completed,Andersonchester,903.8
Adriana,Weber,2020-05-16,2022-05-18,Production Technician II,Jacqueline Jackson,adriana.weber@bilearner.com,BPC,Active,Full-Time,Temporary,Resignation,Production       ,Field Operations,1947-09-18,MA,Female,Fully Meets,1990,2022-08-31,3,1,Leadership Development,Internal,Incomplete,Mccarthyhaven,332.51
Lola,Hensley,2019-06-18,2023-07-05,Production Technician II,Kimberly Fox,lola.hensley@bilearner.com,CCDR,Active,Contract,Temporary,Involuntary,Production       ,General - Con,1949-01-01,MA,Female,Fully Meets,1991,2023-01-26,2,1,Technical Skills,External,Failed,Allenhaven,643.63
Shamar,Delgado,2019-05-20,2021-03-30,Production Technician II,Melissa Welch,shamar.delgado@bilearner.com,SVG,Active,Contract,Part-Time,Involuntary,Production       ,General - Con,1950-02-25,MA,Female,Fully Meets,1992,2023-02-06,4,3,Communication Skills,Internal,Failed,North Samuelview,827.05
Emmanuel,Huang,2020-10-16,2021-02-12,Production Technician II,James Ferguson,emmanuel.huang@bilearner.com,EW,Active,Full-Time,Full-Time,Voluntary,Production       ,Field Operations,1972-07-21,MA,Female,Fully Meets,1993,2022-12-10,5,2,Customer Service,External,Failed,North Andrew,995.42
Brenna,Decker,2022-07-01,2022-11-03,Production Technician II,Michael Pope,brenna.decker@bilearner.com,MSC,Active,Full-Time,Full-Time,Voluntary,Production       ,General - Con,1988-12-29,MA,Female,Fully Meets,1994,2022-10-04,5,5,Technical Skills,External,Passed,Martinchester,360.61
Gaige,Marsh,2021-10-24,2021-11-21,Production Technician II,Carrie Davidson,gaige.marsh@bilearner.com,PYZ,Active,Part-Time,Temporary,Resignation,Production       ,Aerial,1992-07-10,MA,Female,Fully Meets,1996,2023-08-01,3,5,Communication Skills,Internal,Failed,Coxshire,250.11
Karli,Ross,2019-02-28,2019-10-11,Production Technician II,Ricky Stephens,karli.ross@bilearner.com,WBL,Active,Part-Time,Full-Time,Retirement,Production       ,Wireline Construction,1990-06-09,MA,Female,Fully Meets,1997,2023-02-16,3,3,Project Management,Internal,Failed,East Karenberg,819.65
Kayla,Gibbs,2021-10-17,2022-11-12,Production Technician II,Leslie Hernandez,kayla.gibbs@bilearner.com,PL,Active,Contract,Temporary,Involuntary,Production       ,Field Operations,1943-06-22,MA,Female,Fully Meets,1999,2023-07-12,3,2,Technical Skills,External,Passed,Lewisland,633.67
Jocelyn,Jackson,2022-05-13,2022-09-12,Production Technician I,Judith Ryan,jocelyn.jackson@bilearner.com,PYZ,Active,Full-Time,Part-Time,Involuntary,Production       ,General - Con,1963-07-07,MA,Female,Fully Meets,2000,2022-10-25,1,3,Technical Skills,Internal,Incomplete,East Erin,236.34
Gilbert,Newman,2019-10-09,2023-01-06,Production Technician I,Kimberly Meyer,gilbert.newman@bilearner.com,SVG,Voluntarily Terminated,Contract,Full-Time,Resignation,Production       ,Yard (Material Handling),1977-08-17,MA,Female,Fully Meets,2001,2023-02-09,5,3,Leadership Development,Internal,Incomplete,Port Valerie,504.62
Roberto,Rosales,2018-10-12,2023-07-21,Production Technician I,Amanda Garcia,roberto.rosales@bilearner.com,TNS,Voluntarily Terminated,Contract,Temporary,Involuntary,Production       ,General - Con,1990-05-25,MA,Female,Fully Meets,2002,2023-03-11,1,4,Project Management,External,Incomplete,Whitebury,217.86
Justice,Rhodes,2020-04-13,2022-11-28,Production Technician I,Kathleen Hayes,justice.rhodes@bilearner.com,WBL,Voluntarily Terminated,Contract,Part-Time,Voluntary,Production       ,Shop (Fleet),1985-07-01,MA,Female,Fully Meets,2003,2023-06-19,5,5,Technical Skills,External,Completed,Perezview,148.97
Laci,Baird,2018-12-21,2022-11-16,Production Technician I,Glenn Rollins,laci.baird@bilearner.com,WBL,Active,Part-Time,Part-Time,Retirement,Production       ,Splicing,1947-03-09,MA,Female,Fully Meets,2005,2022-11-04,2,1,Leadership Development,Internal,Completed,West Danielton,458.78
Kaila,Johnston,2019-07-15,2020-01-13,Production Technician I,Michelle Taylor,kaila.johnston@bilearner.com,BPC,Active,Part-Time,Temporary,Voluntary,Production       ,Field Operations,1941-09-03,MA,Female,Fully Meets,2008,2023-03-17,1,2,Project Management,External,Passed,Thomasland,478.95
Araceli,Mcguire,2023-02-04,2023-06-24,Production Technician I,Eric Vincent,araceli.mcguire@bilearner.com,SVG,Active,Part-Time,Part-Time,Resignation,Production       ,Catv,1949-03-07,MA,Female,Fully Meets,2010,2023-02-17,4,4,Communication Skills,Internal,Passed,Andrewview,601.66
Naomi,Hardin,2022-07-03,2022-07-12,Production Technician I,Nichole Jordan,naomi.hardin@bilearner.com,EW,Active,Contract,Temporary,Retirement,Production       ,Finance & Accounting,1994-08-06,MA,Female,Fully Meets,2011,2023-01-27,3,2,Leadership Development,Internal,Completed,Lake Jeffreyberg,999.96
Darnell,Eaton,2020-01-24,2022-09-14,Production Technician I,Jason Kennedy,darnell.eaton@bilearner.com,MSC,Active,Contract,Full-Time,Voluntary,Production       ,General - Sga,1984-06-06,MA,Female,Fully Meets,2012,2023-07-26,2,3,Communication Skills,External,Incomplete,New Karenberg,138.67
Zariah,Ritter,2019-07-07,2021-03-27,Production Technician I,Crystal Johnson,zariah.ritter@bilearner.com,TNS,Active,Contract,Temporary,Voluntary,Production       ,General - Con,1952-04-08,MA,Female,Fully Meets,2013,2023-03-07,4,5,Leadership Development,External,Failed,East Sabrinachester,962.76
Anya,Morton,2022-03-09,2023-05-18,Production Technician II,Kimberly Roth,anya.morton@bilearner.com,PYZ,Active,Contract,Temporary,Retirement,Production       ,Yard (Material Handling),1986-01-27,MA,Female,Fully Meets,2018,2022-10-31,5,2,Customer Service,External,Incomplete,Lake Robertfort,739.74
Angelique,Mathis,2021-05-08,2022-08-05,Production Technician II,Allison Fox,angelique.mathis@bilearner.com,TNS,Active,Part-Time,Full-Time,Involuntary,Production       ,Wireline Construction,1946-02-14,MA,Female,Fully Meets,2020,2022-11-28,2,1,Leadership Development,Internal,Failed,West Kayla,428.51
Sophie,Moran,2022-01-29,2022-04-23,Production Technician II,Sara Chapman,sophie.moran@bilearner.com,CCDR,Active,Part-Time,Part-Time,Retirement,Production       ,General - Con,1962-08-04,MA,Female,Fully Meets,2023,2022-10-10,3,4,Communication Skills,External,Incomplete,Rosefort,894.92
Yair,Snyder,2021-07-06,2022-03-14,Production Technician II,Troy Price,yair.snyder@bilearner.com,EW,Active,Full-Time,Full-Time,Retirement,Production       ,Field Operations,1991-03-25,MA,Female,Fully Meets,2024,2022-10-25,2,1,Communication Skills,External,Failed,North Danielview,222.56
Shamar,Herman,2021-01-29,2023-02-12,Production Technician II,Jason Johnson,shamar.herman@bilearner.com,MSC,Active,Part-Time,Temporary,Resignation,Production       ,Field Operations,1975-04-11,MA,Female,Fully Meets,2025,2023-05-02,1,2,Technical Skills,Internal,Passed,West Cherylview,699.76
Ishaan,Schaefer,2023-05-13,2023-06-10,Production Technician I,James White,ishaan.schaefer@bilearner.com,SVG,Active,Contract,Full-Time,Resignation,Production       ,Field Operations,1970-02-26,MA,Female,Fully Meets,2026,2023-03-22,2,4,Project Management,External,Incomplete,East Cole,124.93
Linda,Combs,2021-09-30,2021-11-14,Production Technician I,Paul Wilcox,linda.combs@bilearner.com,MSC,Voluntarily Terminated,Full-Time,Temporary,Retirement,Production       ,Field Operations,1981-05-02,MA,Female,Fully Meets,2028,2022-10-01,4,4,Project Management,External,Passed,North Barbaraberg,862.82
Yuliana,Nelson,2019-04-26,2019-05-13,Production Technician I,Nicole Rodriguez,yuliana.nelson@bilearner.com,PYZ,Active,Full-Time,Full-Time,Resignation,Production       ,Wireline Construction,1982-08-13,MA,Female,Fully Meets,2030,2023-04-07,4,1,Communication Skills,External,Incomplete,West Vincent,349.75
August,Wiley,2022-02-19,2023-04-05,Production Technician I,Mary Clark,august.wiley@bilearner.com,WBL,Active,Full-Time,Full-Time,Involuntary,Production       ,Project Management - Con,1977-06-16,MA,Male,Fully Meets,2031,2023-02-09,1,3,Technical Skills,External,Failed,Campbellhaven,244.5
Lindsay,Pennington,2022-04-16,2022-12-25,Production Technician I,Daniel Stafford,lindsay.pennington@bilearner.com,NEL,Active,Contract,Part-Time,Retirement,Production       ,Field Operations,1996-11-05,MA,Male,Fully Meets,2032,2023-07-02,5,2,Customer Service,Internal,Completed,Erikmouth,873.52
Jaliyah,Conway,2021-08-26,2023-08-03,Production Technician I,Randall Hill,jaliyah.conway@bilearner.com,BPC,Active,Full-Time,Part-Time,Voluntary,Production       ,Field Operations,1947-01-19,MA,Female,Fully Meets,2034,2023-01-30,2,4,Technical Skills,Internal,Passed,Crystalchester,632.33
Raymond,Gillespie,2020-06-06,2021-11-23,Production Technician I,Alicia Horton,raymond.gillespie@bilearner.com,CCDR,Active,Full-Time,Full-Time,Retirement,Production       ,Aerial,2001-03-14,MA,Female,Fully Meets,2035,2023-01-11,4,2,Customer Service,External,Failed,Kristenland,565.81
Ian,Hester,2021-01-09,2022-05-14,Production Technician I,Keith Morrison,ian.hester@bilearner.com,EW,Active,Contract,Full-Time,Involuntary,Production       ,General - Con,1945-08-27,MA,Female,Fully Meets,2037,2023-01-28,2,5,Leadership Development,Internal,Failed,Rachelfort,519.43
Brynlee,Crawford,2021-12-05,2023-06-26,Production Technician II,Eric Walton,brynlee.crawford@bilearner.com,NEL,Future Start,Contract,Temporary,Involuntary,Production       ,General - Con,1949-12-04,MA,Female,Fully Meets,2040,2023-04-23,1,2,Communication Skills,Internal,Passed,Port Glenn,753.51
Meadow,Atkins,2022-01-11,2022-12-16,Production Technician II,Lisa Smith,meadow.atkins@bilearner.com,NEL,Active,Full-Time,Full-Time,Retirement,Production       ,Wireless,1953-02-03,MA,Female,Fully Meets,2050,2023-04-03,5,4,Communication Skills,Internal,Completed,Jasonbury,904.54
Blaine,Contreras,2020-06-10,2022-11-13,Production Technician I,Dr. Donald Henry,blaine.contreras@bilearner.com,SVG,Active,Part-Time,Part-Time,Involuntary,Production       ,Field Operations,1956-05-12,MA,Female,Fully Meets,2052,2023-07-06,1,4,Project Management,Internal,Completed,South William,507.49
Erika,Mata,2018-10-25,2021-10-15,Production Technician I,Shawn Acosta,erika.mata@bilearner.com,MSC,Active,Contract,Temporary,Voluntary,Production       ,Project Management - Con,1993-12-30,MA,Female,Fully Meets,2054,2023-02-04,4,5,Leadership Development,Internal,Incomplete,Lake Carolinemouth,528.18
Kelly,Ellis,2020-04-17,2022-02-26,Production Technician I,Abigail Cooper,kelly.ellis@bilearner.com,PYZ,Active,Contract,Full-Time,Voluntary,Production       ,Field Operations,1957-07-25,MA,Female,Fully Meets,2056,2023-07-12,3,4,Technical Skills,External,Failed,North Fernando,190.55
Brady,Boyd,2022-04-17,2022-06-03,Production Technician I,Stephanie Morales,brady.boyd@bilearner.com,NEL,Active,Full-Time,Temporary,Resignation,Production       ,Field Operations,1984-01-13,MA,Male,Fully Meets,2058,2023-05-29,5,5,Customer Service,Internal,Passed,Parkertown,338.16
Alfred,Manning,2023-07-29,2023-08-06,Production Technician I,Sally Owens,alfred.manning@bilearner.com,PL,Voluntarily Terminated,Full-Time,Temporary,Retirement,Production       ,General - Con,1987-07-27,MA,Female,Fully Meets,2059,2023-05-09,4,4,Customer Service,External,Completed,West Danielmouth,969.03
Philip,Cobb,2020-08-28,2020-12-26,Production Technician I,Nicholas Freeman,philip.cobb@bilearner.com,MSC,Active,Part-Time,Full-Time,Resignation,Production       ,Finance & Accounting,1964-05-10,MA,Female,Fully Meets,2064,2023-03-13,1,3,Technical Skills,Internal,Passed,North Susanton,343.22
Ellie,Holder,2023-08-04,2023-08-04,Production Technician II,Lisa Bryant,ellie.holder@bilearner.com,MSC,Active,Contract,Full-Time,Voluntary,Production       ,Project Management - Con,1989-05-25,MA,Female,Fully Meets,2066,2022-10-08,1,5,Customer Service,Internal,Passed,Courtneytown,107.29
